#Evid,Magnitude,Epoch(UTC),Time UTC,Time Local,Distance From,Lat,Lon,Depth Km,Depth Mi
60557552,2.3,1374614040,7/23/13 21:13,2013/07/23 14:13:59 PDT,"66.2 km (  41.2 mi) W   ( 259. azimuth) from Penticton, BC",49.3897,-120.4832,0,0
60597347,1.5,1379867836,9/22/13 16:37,2013/09/22 09:37:15 PDT,"16.5 km (  10.3 mi) NE  (  40. azimuth) from Poulsbo, WA",47.8493,-122.5033,20.9,13
10813958,2,1304761564,5/7/11 9:46,2011/05/07 02:46:03 PDT,"7.3 km (   4.5 mi) N   ( 359. azimuth) from Tacoma, WA",47.302,-122.4347,25.2,15.6
61020487,1.4,1433392336,6/4/15 4:32,2015/06/03 21:32:16 PDT,"40.3 km (  25.0 mi) S   ( 170. azimuth) from Morton, WA",46.2017,-122.1827,3.3,2
60797301,0.7,1401536287,5/31/14 11:38,2014/05/31 04:38:06 PDT,"17.4 km (  10.8 mi) NNE (  12. azimuth) from Pasco, WA",46.388,-119.0483,1.2,0.7
60512546,1.6,1364203000,3/25/13 9:16,2013/03/25 02:16:39 PDT,"31.7 km (  19.7 mi) NW  ( 306. azimuth) from Okanogan, WA",48.536,-119.9238,2.3,1.4
60518817,0.7,1366256852,4/18/13 3:47,2013/04/17 20:47:32 PDT,"17.0 km (  10.6 mi) SSW ( 200. azimuth) from Bremerton, WA",47.4227,-122.7058,22.3,13.8
61018461,0.6,1432075154,5/19/15 22:39,2015/05/19 15:39:14 PDT,"25.2 km (  15.6 mi) W   ( 261. azimuth) from Bremerton, WA",47.532,-122.9613,22.5,14
60503391,3.7,1359594197,1/31/13 1:03,2013/01/30 17:03:17 PST,"45.8 km (  28.5 mi) NNE (  21. azimuth) from Portland, OR",45.9195,-122.4087,7.6,4.7
60490961,1,1354575165,12/3/12 22:52,2012/12/03 14:52:44 PST,"16.7 km (  10.4 mi) WNW ( 300. azimuth) from Kirkland, Wa",47.7567,-122.4,25.5,15.8
60461987,2.1,1349838434,10/10/12 3:07,2012/10/09 20:07:13 PDT,"8.9 km (   5.5 mi) WNW ( 292. azimuth) from Kirkland, Wa",47.7113,-122.3172,32,19.8
60489241,2.5,1353795673,11/24/12 22:21,2012/11/24 14:21:13 PST,"66.1 km (  41.1 mi) W   ( 263. azimuth) from Penticton, BC",49.4252,-120.4907,0,0
60863476,1,1409083366,8/26/14 20:02,2014/08/26 13:02:45 PDT,"1.7 km (   1.0 mi) NNE (  17. azimuth) from Eatonville, WA",46.882,-122.2585,0,0
60985806,2.1,1426639160,3/18/15 0:39,2015/03/17 17:39:19 PDT,"28.9 km (  18.0 mi) NNW ( 336. azimuth) from Ellensburg, WA",47.2358,-120.6957,7.8,4.8
60945022,0.9,1420448484,1/5/15 9:01,2015/01/05 01:01:23 PST,"6.9 km (   4.3 mi) SSE ( 166. azimuth) from Seattle, WA",47.5417,-122.3115,24.7,15.3
60474126,2.4,1349733804,10/8/12 22:03,2012/10/08 15:03:23 PDT,"32.6 km (  20.3 mi) S   ( 178. azimuth) from Longview, WA",45.8435,-122.9307,20.8,12.9
60598017,3,1380035706,9/24/13 15:15,2013/09/24 08:15:06 PDT,"41.7 km (  25.9 mi) WNW ( 293. azimuth) from Entiat, WA",47.8093,-120.735,9.8,6.1
10828423,1.9,1316201479,9/16/11 19:31,2011/09/16 12:31:18 PDT,"29.4 km (  18.2 mi) N   ( 360. azimuth) from Portland, OR",45.799,-122.6212,14.4,8.9
60694127,0.9,1392598859,2/17/14 1:00,2014/02/16 17:00:58 PST,"34.6 km (  21.5 mi) S   ( 171. azimuth) from Morton, WA",46.2503,-122.2075,5.6,3.4
60528822,1.4,1368324065,5/12/13 2:01,2013/05/11 19:01:04 PDT,"3.7 km (   2.3 mi) SE  ( 142. azimuth) from Monroe, WA",47.8305,-121.9415,14.1,8.7
60474361,1.1,1349796342,10/9/12 15:25,2012/10/09 08:25:42 PDT,"20.6 km (  12.8 mi) WNW ( 286. azimuth) from Darrington, WA",48.3035,-121.8705,2.6,1.6
60744122,2.2,1398389549,4/25/14 1:32,2014/04/24 18:32:28 PDT,"19.1 km (  11.8 mi) ENE (  57. azimuth) from Poulsbo, WA",47.8272,-122.4298,26.6,16.5
60028908,1,1372632854,6/30/13 22:54,2013/06/30 15:54:14 PDT,"40.9 km (  25.4 mi) W   ( 273. azimuth) from Bend, OR",44.0745,-121.8188,9.4,5.8
60815026,2.1,1403511954,6/23/14 8:25,2014/06/23 01:25:53 PDT,"41.1 km (  25.5 mi) SSW ( 201. azimuth) from Yakima, Wa",46.2492,-120.7028,11.6,7.2
10805068,0.9,1288641061,11/1/10 19:51,2010/11/01 12:51:01 PDT,"38.9 km (  24.2 mi) E   (  92. azimuth) from Eatonville, WA",46.853,-121.754,4.2,2.6
60644801,0.8,1386201062,12/4/13 23:51,2013/12/04 15:51:01 PST,"23.5 km (  14.6 mi) NE  (  42. azimuth) from Portland, OR",45.6917,-122.418,0,0
10797733,1.3,1279375536,7/17/10 14:05,2010/07/17 07:05:35 PDT,"24.0 km (  14.9 mi) E   (  88. azimuth) from Eatonville, WA",46.8733,-121.9498,9.2,5.7
10790013,0.8,1264059525,1/21/10 7:38,2010/01/20 23:38:44 PST,"15.0 km (   9.3 mi) SW  ( 215. azimuth) from Morton, WA",46.4483,-122.3887,20.8,12.9
60866951,2.1,1409560725,9/1/14 8:38,2014/09/01 01:38:45 PDT,"39.0 km (  24.2 mi) ENE (  69. azimuth) from La Grande, OR",45.4562,-117.6195,10.7,6.7
60505081,2.2,1360155032,2/6/13 12:50,2013/02/06 04:50:32 PST,"4.1 km (   2.6 mi) SE  ( 144. azimuth) from Forks, WA",47.918,-124.3503,0.1,0
60886597,1,1412649949,10/7/14 2:45,2014/10/06 19:45:49 PDT,"30.3 km (  18.8 mi) ESE ( 113. azimuth) from Eatonville, WA",46.7603,-121.8988,7.9,4.9
60386707,1.1,1331518845,3/12/12 2:20,2012/03/11 19:20:44 PDT,"19.3 km (  12.0 mi) NW  ( 321. azimuth) from Kirkland, Wa",47.8172,-122.369,30,18.6
10797508,1.6,1271481306,4/17/10 5:15,2010/04/16 22:15:05 PDT,"9.4 km (   5.8 mi) NW  ( 319. azimuth) from Friday Harbor, WA",48.5988,-123.0887,10.1,6.3
10826238,0.9,1314391970,8/26/11 20:52,2011/08/26 13:52:49 PDT,"35.1 km (  21.8 mi) ESE ( 121. azimuth) from Longview, WA",45.9747,-122.5517,19.4,12
60504856,0.8,1360058116,2/5/13 9:55,2013/02/05 01:55:16 PST,"24.0 km (  14.9 mi) WNW ( 285. azimuth) from Morton, WA",46.6135,-122.5783,25,15.5
60556692,1.7,1374393758,7/21/13 8:02,2013/07/21 01:02:38 PDT,"59.7 km (  37.1 mi) WNW ( 294. azimuth) from Lakeview, OR",42.4137,-121.007,10,6.2
60864436,2.4,1409176859,8/27/14 22:00,2014/08/27 15:00:58 PDT,"25.3 km (  15.7 mi) NW  ( 313. azimuth) from Prosser, Wa",46.3607,-120.01,0,0
60817807,2.5,1405377307,7/14/14 22:35,2014/07/14 15:35:06 PDT,"5.7 km (   3.5 mi) NW  ( 318. azimuth) from Bend, OR",44.0958,-121.3558,0,0
60989106,1.6,1427328655,3/26/15 0:10,2015/03/25 17:10:55 PDT,"13.5 km (   8.4 mi) SSW ( 201. azimuth) from Morton, WA",46.4443,-122.3377,0,0
10832563,1.2,1324095820,12/17/11 4:23,2011/12/16 20:23:40 PST,"48.5 km (  30.2 mi) WNW ( 288. azimuth) from Yakima, Wa",46.73,-121.1178,1.2,0.7
60454872,2.2,1348305969,9/22/12 9:26,2012/09/22 02:26:08 PDT,"8.1 km (   5.0 mi) WSW ( 255. azimuth) from Morton, WA",46.5392,-122.377,20.5,12.7
10830993,2.5,1323380073,12/8/11 21:34,2011/12/08 13:34:32 PST,"45.2 km (  28.1 mi) SW  ( 232. azimuth) from Millican, OR",43.6275,-121.3613,0,0
60533206,1.5,1369503258,5/25/13 17:34,2013/05/25 10:34:17 PDT,"7.2 km (   4.5 mi) WSW ( 245. azimuth) from Seattle, WA",47.5747,-122.4217,56.5,35
60497272,1.6,1359060485,1/24/13 20:48,2013/01/24 12:48:05 PST,"24.7 km (  15.3 mi) SE  ( 124. azimuth) from Woodburn, OR",45.0193,-122.5935,18.7,11.6
10827703,1.9,1298411525,2/22/11 21:52,2011/02/22 13:52:04 PST,"65.6 km (  40.8 mi) NE  (  39. azimuth) from Diablo, WA",49.1745,-120.581,0,0
60063208,1,1406025295,7/22/14 10:34,2014/07/22 03:34:55 PDT,"17.4 km (  10.8 mi) N   ( 349. azimuth) from Portland, OR",45.6887,-122.663,19.8,12.3
60379986,2.4,1325947646,1/7/12 14:47,2012/01/07 06:47:26 PST,"1.7 km (   1.0 mi) NW  ( 315. azimuth) from Hanford-200E, WA",46.5652,-119.5487,24.6,15.3
10810183,1.2,1285185582,9/22/10 19:59,2010/09/22 12:59:41 PDT,"13.0 km (   8.1 mi) ENE (  73. azimuth) from Granite Falls, WA",48.1187,-121.8005,15.4,9.5
61022722,1,1433713045,6/7/15 21:37,2015/06/07 14:37:24 PDT,"34.5 km (  21.4 mi) NNW ( 331. azimuth) from Poulsbo, WA",48.0052,-122.8723,20,12.4
60921372,0.9,1416563855,11/21/14 9:57,2014/11/21 01:57:35 PST,"36.2 km (  22.5 mi) WSW ( 241. azimuth) from Millican, OR",43.7218,-121.3138,1.7,1
60456612,0.6,1348737770,9/27/12 9:22,2012/09/27 02:22:49 PDT,"54.8 km (  34.1 mi) SW  ( 236. azimuth) from The Dalles, OR",45.316,-121.7528,6.5,4
10825278,0.7,1315499462,9/8/11 16:31,2011/09/08 09:31:02 PDT,"30.9 km (  19.2 mi) ENE (  64. azimuth) from Longview, WA",46.2577,-122.5805,13.8,8.5
60920726,1.8,1415439335,11/8/14 9:35,2014/11/08 01:35:35 PST,"35.7 km (  22.2 mi) E   (  88. azimuth) from Diablo, WA",48.7265,-120.6555,11.4,7.1
60756502,0.8,1399330301,5/5/14 22:51,2014/05/05 15:51:40 PDT,"28.0 km (  17.4 mi) SSW ( 209. azimuth) from Longview, WA",45.917,-123.1193,0,0
60584802,1,1378331561,9/4/13 21:52,2013/09/04 14:52:41 PDT,"14.2 km (   8.9 mi) ENE (  61. azimuth) from Poulsbo, WA",47.7965,-122.4778,9.1,5.7
60952077,1.6,1422712532,1/31/15 13:55,2015/01/31 05:55:32 PST,"10.5 km (   6.5 mi) E   (  95. azimuth) from Entiat, WA",47.6537,-120.0835,4.6,2.8
10804408,1,1277761361,6/28/10 21:42,2010/06/28 14:42:41 PDT,"8.2 km (   5.1 mi) NNE (  13. azimuth) from North Bend, WA",47.5682,-121.7602,15.6,9.7
60795456,0.8,1401401577,5/29/14 22:12,2014/05/29 15:12:56 PDT,"9.8 km (   6.1 mi) WSW ( 237. azimuth) from Carnation, Wa",47.5998,-122.0245,4,2.5
60823207,0.9,1405878110,7/20/14 17:41,2014/07/20 10:41:49 PDT,"11.3 km (   7.0 mi) S   ( 187. azimuth) from North Bend, WA",47.396,-121.8045,20.6,12.8
60418891,1.1,1337284561,5/17/12 19:56,2012/05/17 12:56:00 PDT,"24.9 km (  15.5 mi) N   ( 359. azimuth) from Granite Falls, WA",48.3078,-121.9752,0,0
60743971,1.6,1397781155,4/18/14 0:32,2014/04/17 17:32:34 PDT,"8.6 km (   5.4 mi) S   ( 188. azimuth) from Newberg, OR",45.2232,-122.9872,15.8,9.8
60999476,1.3,1429143477,4/16/15 0:17,2015/04/15 17:17:57 PDT,"7.9 km (   4.9 mi) W   ( 269. azimuth) from Hanford-400, WA",46.368,-119.3808,15.2,9.4
60943297,2.4,1419805286,12/28/14 22:21,2014/12/28 14:21:25 PST,"67.4 km (  41.9 mi) W   ( 261. azimuth) from Penticton, BC",49.4027,-120.5035,0,0
10829008,0.8,1316334503,9/18/11 8:28,2011/09/18 01:28:22 PDT,"31.2 km (  19.4 mi) ENE (  72. azimuth) from Morton, WA",46.6473,-121.8872,9.2,5.7
10785973,0.9,1265631691,2/8/10 12:21,2010/02/08 04:21:31 PST,"2.2 km (   1.4 mi) NNW ( 327. azimuth) from Hanford-400, WA",46.3858,-119.2937,0,0
60659481,0.8,1387637120,12/21/13 14:45,2013/12/21 06:45:20 PST,"2.9 km (   1.8 mi) SE  ( 141. azimuth) from Enumclaw, WA",47.1843,-121.9637,14.1,8.8
10833453,0.9,1319818857,10/28/11 16:20,2011/10/28 09:20:57 PDT,"20.4 km (  12.7 mi) E   (  91. azimuth) from Morton, WA",46.556,-122.008,19.6,12.1
60402107,2.1,1336933240,5/13/12 18:20,2012/05/13 11:20:39 PDT,"25.4 km (  15.8 mi) SSW ( 196. azimuth) from Morton, WA",46.3387,-122.3667,13.5,8.3
60393446,0.9,1328308365,2/3/12 22:32,2012/02/03 14:32:45 PST,"10.5 km (   6.5 mi) W   ( 274. azimuth) from Seattle, WA",47.6087,-122.474,23,14.2
60386297,0.8,1331335425,3/9/12 23:23,2012/03/09 15:23:45 PST,"21.3 km (  13.3 mi) SE  ( 127. azimuth) from Morton, WA",46.4427,-122.0527,0,0
60449947,0.7,1347224861,9/9/12 21:07,2012/09/09 14:07:40 PDT,"38.5 km (  23.9 mi) SSE ( 161. azimuth) from Morton, WA",46.2302,-122.1153,8.9,5.5
60443131,0.9,1342773602,7/20/12 8:40,2012/07/20 01:40:02 PDT,"37.9 km (  23.5 mi) WSW ( 245. azimuth) from Aberdeen, WA",46.8345,-124.2672,40.9,25.3
60938197,0.9,1418750669,12/16/14 17:24,2014/12/16 09:24:28 PST,"40.4 km (  25.1 mi) SE  ( 124. azimuth) from Longview, WA",45.9317,-122.5105,0,0
60870486,1.1,1409880588,9/5/14 1:29,2014/09/04 18:29:47 PDT,"24.0 km (  14.9 mi) E   (  87. azimuth) from Monroe, WA",47.8712,-121.6493,10.4,6.5
60394066,1.7,1328585583,2/7/12 3:33,2012/02/06 19:33:02 PST,"8.1 km (   5.1 mi) NNW ( 334. azimuth) from Poulsbo, WA",47.801,-122.6923,21.4,13.2
10829153,1.5,1318129030,10/9/11 2:57,2011/10/08 19:57:09 PDT,"41.1 km (  25.5 mi) S   ( 170. azimuth) from Morton, WA",46.194,-122.1848,0,0
60377502,1.6,1328656828,2/7/12 23:20,2012/02/07 15:20:27 PST,"29.0 km (  18.0 mi) W   ( 279. azimuth) from Pendleton, OR",45.7097,-119.159,0,0
60678447,1.2,1391015657,1/29/14 17:14,2014/01/29 09:14:17 PST,"31.4 km (  19.5 mi) ENE (  70. azimuth) from Longview, WA",46.2327,-122.5588,0,0
60591562,1.1,1379238514,9/15/13 9:48,2013/09/15 02:48:34 PDT,"10.5 km (   6.5 mi) NE  (  35. azimuth) from Concrete, WA",48.6173,-121.6653,0,0
60386142,1.7,1331275018,3/9/12 6:36,2012/03/08 22:36:58 PST,"52.5 km (  32.6 mi) WNW ( 285. azimuth) from Maupin, OR",45.2953,-121.7285,4.1,2.5
10790258,2,1267565037,3/2/10 21:23,2010/03/02 13:23:57 PST,"14.2 km (   8.8 mi) WSW ( 249. azimuth) from Olympia, WA",46.9992,-123.0643,29.6,18.3
60510606,1.1,1363309195,3/15/13 0:59,2013/03/14 17:59:55 PDT,"15.5 km (   9.6 mi) E   (  81. azimuth) from Tacoma, WA",47.2587,-122.2302,14.2,8.8
60524012,0.7,1367479312,5/2/13 7:21,2013/05/02 00:21:52 PDT,"16.8 km (  10.4 mi) WNW ( 282. azimuth) from Hanford-200W, WA",46.5835,-119.8422,8,5
10829053,1.2,1312040340,7/30/11 15:39,2011/07/30 08:39:00 PDT,"27.1 km (  16.9 mi) SE  ( 146. azimuth) from Canby, OR",45.0608,-122.4973,20.6,12.8
60381892,0.6,1330032596,2/23/12 21:29,2012/02/23 13:29:55 PST,"49.2 km (  30.6 mi) WNW ( 286. azimuth) from Maupin, OR",45.296,-121.6848,6,3.7
60495802,1.4,1358725002,1/20/13 23:36,2013/01/20 15:36:42 PST,"16.0 km (  10.0 mi) NNE (  17. azimuth) from Portland, OR",45.6727,-122.5593,11.4,7
60426116,1.6,1339115050,6/8/12 0:24,2012/06/07 17:24:09 PDT,"29.5 km (  18.3 mi) WNW ( 292. azimuth) from Astoria, OR",46.2832,-124.1915,25.6,15.9
60395532,0.7,1335130658,4/22/12 21:37,2012/04/22 14:37:38 PDT,"40.3 km (  25.1 mi) S   ( 171. azimuth) from Morton, WA",46.2002,-122.1932,6,3.7
60809956,2.2,1402940476,6/16/14 17:41,2014/06/16 10:41:16 PDT,"24.7 km (  15.3 mi) SSW ( 199. azimuth) from Eugene, OR",43.8422,-123.1845,0,0
60485982,4,1356590207,12/27/12 6:36,2012/12/26 22:36:46 PST,"22.3 km (  13.8 mi) NW  ( 306. azimuth) from Friday Harbor, WA",48.6527,-123.2507,54.7,33.9
60670892,0.9,1389758185,1/15/14 3:56,2014/01/14 19:56:25 PST,"34.8 km (  21.6 mi) E   (  92. azimuth) from Longview, WA",46.1275,-122.4907,16.9,10.5
60490952,1.2,1357959113,1/12/13 2:51,2013/01/11 18:51:52 PST,"35.9 km (  22.3 mi) E   ( 100. azimuth) from Baker, OR",44.7238,-117.3855,3.4,2.1
10805468,0.7,1286149620,10/3/10 23:47,2010/10/03 16:47:00 PDT,"3.7 km (   2.3 mi) SSE ( 155. azimuth) from Mount Vernon, WA",48.3897,-122.3168,13.1,8.1
61022591,0.8,1432568660,5/25/15 15:44,2015/05/25 08:44:20 PDT,"6.1 km (   3.8 mi) NNE (  23. azimuth) from Bremerton, WA",47.6175,-122.5983,22,13.6
10824513,1.8,1311014446,7/18/11 18:40,2011/07/18 11:40:46 PDT,"32.3 km (  20.1 mi) W   ( 263. azimuth) from Newberg, OR",45.2662,-123.3823,7.3,4.6
60512917,1.3,1364577532,3/29/13 17:18,2013/03/29 10:18:52 PDT,"38.2 km (  23.8 mi) ESE ( 117. azimuth) from Newport, OR",44.4818,-123.6215,0,0
60673862,1.8,1390337662,1/21/14 20:54,2014/01/21 12:54:22 PST,"13.2 km (   8.2 mi) ENE (  61. azimuth) from Entiat, WA",47.719,-120.0678,4.1,2.5
60489866,1.9,1354128559,11/28/12 18:49,2012/11/28 10:49:18 PST,"15.6 km (   9.7 mi) W   ( 262. azimuth) from Hanford-200W, WA",46.5338,-119.829,0,0
60377771,0.7,1325473151,1/2/12 2:59,2012/01/01 18:59:11 PST,"18.4 km (  11.5 mi) ESE ( 112. azimuth) from Enumclaw, WA",47.1435,-121.7615,9.5,5.9
60381791,1.2,1326243974,1/11/12 1:06,2012/01/10 17:06:14 PST,"23.0 km (  14.3 mi) ESE ( 104. azimuth) from Eatonville, WA",46.8158,-121.972,7.4,4.6
60441827,1,1345385013,8/19/12 14:03,2012/08/19 07:03:32 PDT,"9.6 km (   6.0 mi) N   ( 349. azimuth) from Enumclaw, WA",47.29,-122.0123,24.5,15.2
60938312,1.5,1418753813,12/16/14 18:16,2014/12/16 10:16:52 PST,"47.5 km (  29.5 mi) SW  ( 214. azimuth) from Eugene, OR",43.6977,-123.4168,0,0
60546571,0.7,1372379927,6/28/13 0:38,2013/06/27 17:38:46 PDT,"52.1 km (  32.4 mi) SSE ( 164. azimuth) from Morton, WA",46.1075,-122.0887,0,0
60451002,1.6,1347485522,9/12/12 21:32,2012/09/12 14:32:02 PDT,"1.4 km (   0.8 mi) NE  (  48. azimuth) from Granite Falls, WA",48.0922,-121.9545,0,0
60873051,0.8,1410190094,9/8/14 15:28,2014/09/08 08:28:14 PDT,"27.5 km (  17.1 mi) E   (  91. azimuth) from Eatonville, WA",46.8588,-121.9072,12.4,7.7
60430606,1,1340035236,6/18/12 16:00,2012/06/18 09:00:35 PDT,"44.1 km (  27.4 mi) WNW ( 292. azimuth) from Yakima, Wa",46.7428,-121.0497,9.1,5.6
60508771,1.1,1362596031,3/6/13 18:53,2013/03/06 10:53:50 PST,"8.1 km (   5.0 mi) N   (   5. azimuth) from Entiat, WA",47.7343,-120.2143,1.7,1.1
60646356,0.9,1386351177,12/6/13 17:32,2013/12/06 09:32:57 PST,"11.5 km (   7.2 mi) N   (   2. azimuth) from Roseburg, OR",43.3203,-123.3357,0,0
60043308,1.5,1387948474,12/25/13 5:14,2013/12/24 21:14:33 PST,"13.7 km (   8.5 mi) WSW ( 241. azimuth) from Christmas Valley, OR",43.1787,-120.8288,56,34.7
60740546,2.2,1397371597,4/13/14 6:46,2014/04/12 23:46:36 PDT,"72.0 km (  44.7 mi) NW  ( 320. azimuth) from Crescent City, CA",42.2505,-124.7628,19.5,12.1
10832233,1.6,1323891021,12/14/11 19:30,2011/12/14 11:30:21 PST,"33.5 km (  20.8 mi) NE  (  48. azimuth) from The Dalles, OR",45.7963,-120.8523,0,0
60664696,2.1,1388660740,1/2/14 11:05,2014/01/02 03:05:39 PST,"145.5 km (  90.4 mi) WNW ( 283. azimuth) from Crescent City, CA",42.049,-125.9138,6.4,4
10827543,1.6,1314781911,8/31/11 9:11,2011/08/31 02:11:51 PDT,"5.3 km (   3.3 mi) SW  ( 217. azimuth) from Morton, WA",46.5202,-122.3175,14.3,8.9
60975816,0.8,1424910012,2/26/15 0:20,2015/02/25 16:20:12 PST,"37.3 km (  23.2 mi) ESE ( 119. azimuth) from Morton, WA",46.3945,-121.8505,10.1,6.2
60557162,1,1374531265,7/22/13 22:14,2013/07/22 15:14:24 PDT,"23.8 km (  14.8 mi) ENE (  61. azimuth) from Portland, OR",45.6402,-122.353,8.5,5.3
60998116,1.5,1428855434,4/12/15 16:17,2015/04/12 09:17:14 PDT,"20.8 km (  12.9 mi) SSW ( 203. azimuth) from Seattle, WA",47.4292,-122.4403,33.5,20.7
60513682,0.9,1364840391,4/1/13 18:19,2013/04/01 11:19:51 PDT,"68.2 km (  42.3 mi) NW  ( 310. azimuth) from Klamath Falls, OR",42.616,-122.4203,5,3.1
60582087,1.7,1377888339,8/30/13 18:45,2013/08/30 11:45:38 PDT,"29.4 km (  18.3 mi) SW  ( 224. azimuth) from Salem, OR",44.754,-123.2948,0,0
60865341,0.9,1409267540,8/28/14 23:12,2014/08/28 16:12:20 PDT,"23.0 km (  14.3 mi) NE  (  47. azimuth) from Portland, OR",45.6765,-122.405,0,0
60038908,0.8,1383350408,11/2/13 0:00,2013/11/01 17:00:07 PDT,"7.4 km (   4.6 mi) NE  (  54. azimuth) from Granite Falls, WA",48.1232,-121.8868,0,0
10823253,1.3,1298050475,2/18/11 17:34,2011/02/18 09:34:35 PST,"6.5 km (   4.1 mi) WNW ( 281. azimuth) from Entiat, WA",47.6733,-120.3087,0.6,0.4
10795753,1.6,1278644558,7/9/10 3:02,2010/07/08 20:02:38 PDT,"11.1 km (   6.9 mi) WSW ( 240. azimuth) from Carnation, Wa",47.598,-122.0422,15.3,9.5
10808833,1.3,1287807662,10/23/10 4:21,2010/10/22 21:21:01 PDT,"38.0 km (  23.6 mi) SSE ( 154. azimuth) from Morton, WA",46.2513,-122.0578,11.6,7.2
10808038,0.7,1287507582,10/19/10 16:59,2010/10/19 09:59:42 PDT,"21.6 km (  13.4 mi) ESE ( 114. azimuth) from Centralia, WA",46.6375,-122.7005,24.6,15.3
10831248,1.8,1317352527,9/30/11 3:15,2011/09/29 20:15:26 PDT,"8.2 km (   5.1 mi) N   (   0. azimuth) from Portland, OR",45.609,-122.6198,12,7.5
60588677,1.9,1378757542,9/9/13 20:12,2013/09/09 13:12:21 PDT,"6.8 km (   4.2 mi) SW  ( 218. azimuth) from Kennewick, WA",46.1552,-119.1772,0,0
60629621,1,1384468226,11/14/13 22:30,2013/11/14 14:30:25 PST,"31.1 km (  19.3 mi) SW  ( 222. azimuth) from Millican, OR",43.6715,-121.1792,7.7,4.8
10811738,1.9,1302112568,4/6/11 17:56,2011/04/06 10:56:08 PDT,"3.0 km (   1.9 mi) WNW ( 298. azimuth) from Seattle, WA",47.6148,-122.3695,29.7,18.4
60743901,1.9,1397774031,4/17/14 22:33,2014/04/17 15:33:51 PDT,"8.6 km (   5.3 mi) S   ( 184. azimuth) from Seattle, WA",47.5248,-122.3428,31.6,19.6
60583796,0.7,1378174086,9/3/13 2:08,2013/09/02 19:08:06 PDT,"8.9 km (   5.5 mi) N   ( 349. azimuth) from Friday Harbor, WA",48.6142,-123.0273,13.7,8.5
60473117,1.5,1352541509,11/10/12 9:58,2012/11/10 01:58:28 PST,"1.1 km (   0.7 mi) N   ( 358. azimuth) from Hanford-400, WA",46.379,-119.2783,2.7,1.7
10800433,1,1280340488,7/28/10 18:08,2010/07/28 11:08:08 PDT,"5.7 km (   3.5 mi) ESE ( 107. azimuth) from Enumclaw, WA",47.1905,-121.916,1.6,1
10831988,0.8,1321833978,11/21/11 0:06,2011/11/20 16:06:17 PST,"9.1 km (   5.7 mi) N   ( 350. azimuth) from Longview, WA",46.2173,-122.9623,17,10.6
60912947,1.1,1415684699,11/11/14 5:44,2014/11/10 21:44:59 PST,"14.6 km (   9.1 mi) NNE (  13. azimuth) from Tacoma, WA",47.3647,-122.3893,18,11.2
60038108,0.8,1383159021,10/30/13 18:50,2013/10/30 11:50:20 PDT,"16.7 km (  10.4 mi) W   ( 274. azimuth) from Everett, WA",47.9917,-122.4238,5,3.1
60530072,0.9,1368559416,5/14/13 19:23,2013/05/14 12:23:35 PDT,"46.5 km (  28.9 mi) ENE (  65. azimuth) from Portland, OR",45.7142,-122.0792,2.9,1.8
60632947,1,1384989827,11/20/13 23:23,2013/11/20 15:23:46 PST,"29.4 km (  18.3 mi) ENE (  59. azimuth) from Portland, OR",45.673,-122.2975,0,0
60665177,0.8,1389117295,1/7/14 17:54,2014/01/07 09:54:54 PST,"20.2 km (  12.6 mi) W   ( 270. azimuth) from Maple Valley, WA",47.4087,-122.311,6.3,3.9
60826097,1.1,1406159674,7/23/14 23:54,2014/07/23 16:54:33 PDT,"26.5 km (  16.5 mi) NE  (  48. azimuth) from Portland, OR",45.6955,-122.3678,0,0
60950287,0.8,1422190406,1/25/15 12:53,2015/01/25 04:53:25 PST,"3.2 km (   2.0 mi) WSW ( 241. azimuth) from Darrington, WA",48.239,-121.6405,1.6,1
60441182,0.9,1345191892,8/17/12 8:24,2012/08/17 01:24:51 PDT,"64.6 km (  40.1 mi) SSW ( 210. azimuth) from Bend, OR",43.5552,-121.7108,8.7,5.4
60418101,1.6,1337115546,5/15/12 20:59,2012/05/15 13:59:05 PDT,"13.7 km (   8.5 mi) WSW ( 242. azimuth) from Aberdeen, WA",46.9178,-123.9737,0,0
60809126,1.5,1402809384,6/15/14 5:16,2014/06/14 22:16:24 PDT,"40.5 km (  25.2 mi) S   ( 170. azimuth) from Morton, WA",46.1998,-122.1823,3.1,1.9
60614032,0.9,1382200077,10/19/13 16:27,2013/10/19 09:27:57 PDT,"4.1 km (   2.5 mi) ESE ( 123. azimuth) from Duvall, WA",47.7215,-121.9392,4,2.5
10826353,1.8,1314439764,8/27/11 10:09,2011/08/27 03:09:24 PDT,"8.2 km (   5.1 mi) SSW ( 200. azimuth) from Morton, WA",46.4888,-122.3127,11.1,6.9
10799988,1,1280173763,7/26/10 19:49,2010/07/26 12:49:22 PDT,"45.0 km (  27.9 mi) SW  ( 229. azimuth) from Grants Pass, OR",42.1763,-123.7427,36.1,22.4
60404457,1.6,1337528309,5/20/12 15:38,2012/05/20 08:38:29 PDT,"16.6 km (  10.3 mi) WNW ( 293. azimuth) from Hanford-200W, WA",46.612,-119.8265,6.4,3.9
60779932,1.7,1400798860,5/22/14 22:47,2014/05/22 15:47:40 PDT,"33.1 km (  20.6 mi) NE  (  47. azimuth) from Tillamook, OR",45.6603,-123.5337,0,0
60826342,1.2,1406185800,7/24/14 7:10,2014/07/24 00:10:00 PDT,"24.1 km (  15.0 mi) S   ( 180. azimuth) from Morton, WA",46.3413,-122.274,0,0
